character_name,series_name,figure_name,price,probability,figure_photo
Skullpanda,The Ink Plum Blossom,The Moon,$15.99,1/12,https://prod-america-res.popmart.com/default/20231030_173333_496774__1200x1200.jpg
Skullpanda,The Ink Plum Blossom,The Root,$15.99,1/12,https://prod-america-res.popmart.com/default/20231030_173333_771030__1200x1200.jpg
Skullpanda,The Ink Plum Blossom,The Valley,$15.99,1/12,https://prod-america-res.popmart.com/default/20231030_173333_014074__1200x1200.jpg
Skullpanda,The Ink Plum Blossom,The Spring,$15.99,1/12,https://prod-america-res.popmart.com/default/20231030_173333_445782__1200x1200.jpg
Skullpanda,The Ink Plum Blossom,The Scene,$15.99,1/12,https://prod-america-res.popmart.com/default/20231030_173333_938584__1200x1200.jpg
Skullpanda,The Ink Plum Blossom,The Courtyard,$15.99,1/12,https://prod-america-res.popmart.com/default/20231030_173333_250755__1200x1200.jpg
Skullpanda,The Ink Plum Blossom,The Plum Blossom,$15.99,1/144,https://prod-america-res.popmart.com/default/20231030_173333_009457__1200x1200.jpg
Skullpanda,Image of Reality,The Timelapse,$15.99,1/12,https://prod-america-res.popmart.com/default/20240208_184405_103357__1200x1200.jpg
Skullpanda,Image of Reality,The Paradox,$15.99,1/12,https://prod-america-res.popmart.com/default/20240208_184358_997355__1200x1200.jpg
Skullpanda,Image of Reality,The Pivot,$15.99,1/12,https://prod-america-res.popmart.com/default/20240208_184401_542197__1200x1200.jpg
Skullpanda,Image of Reality,The Merchant,$15.99,1/12,https://prod-america-res.popmart.com/default/20240208_184339_303446__1200x1200.jpg
Skullpanda,Image of Reality,The Soar,$15.99,1/12,https://prod-america-res.popmart.com/default/20240208_184344_365486__1200x1200.jpg
Skullpanda,Image of Reality,The Constraint,$15.99,1/12,https://prod-america-res.popmart.com/default/20240208_184334_955985__1200x1200.jpg
Skullpanda,Image of Reality,The Duality (White),$15.99,1/12,https://prod-america-res.popmart.com/default/20240208_184251_579387__1200x1200.jpg
Skullpanda,Image of Reality,The Duality (Black),$15.99,1/12,https://prod-america-res.popmart.com/default/20240208_184302_503237__1200x1200.jpg
Skullpanda,Image of Reality,The Philosophy,$15.99,1/12,https://prod-america-res.popmart.com/default/20240208_184315_103764__1200x1200.jpg
Skullpanda,Image of Reality,The Imagination,$15.99,1/12,https://prod-america-res.popmart.com/default/20240208_184331_510951__1200x1200.jpg
Skullpanda,Image of Reality,The Disguise,$15.99,1/12,https://prod-america-res.popmart.com/default/20240208_184237_846122__1200x1200.jpg
Skullpanda,Image of Reality,The Antigravity,$15.99,1/12,"https://prod-america-res.popmart.com/default/20240208_184245_304687__1200x1200.jpg?x-oss-process=image/resize,p_30,format,webp,format,webp"
Skullpanda,Image of Reality,The Onlooker,$15.99,1/144,https://prod-america-res.popmart.com/default/20240307_144126_819536__1200x1200.jpg
Skullpanda,The Sound,The Joy,$16.99,1/12,https://prod-america-res.popmart.com/default/20240619_183041_137243____skullpanda-the-sound-series-figures-blind-boxes-pop-mart-us-1_____1200x1200.jpg
